State, Facility Name, Facility ID (ORISPL), Unit ID, Year, Source Category, Facility Latitude, Facility Longitude, Owner, Operator, Unit Type, Fuel Type (Primary), Fuel Type (Secondary), Commercial Operation Date, Operating Status, Max Hourly HI Rate (MMBtu/hr)
TX,Midlothian Energy,55091,STK5,2020,Electric Utility,32.4302,-97.0537,"Midlothian Energy, LLC","Midlothian Energy, LLC",Combined cycle,Pipeline Natural Gas,,8/7/2001,Operating,2520
TX,Midlothian Energy,55091,STK6,2020,Electric Utility,32.4302,-97.0537,"Midlothian Energy, LLC","Midlothian Energy, LLC",Combined cycle,Pipeline Natural Gas,,9/18/2001,Operating,2520
TX,Montana Power Station,58562,GT-1,2020,Electric Utility,31.8239,-106.2119,El Paso Electric Company,El Paso Electric Company,Combustion turbine,Pipeline Natural Gas,Diesel Oil,3/7/2015,Operating,858
TX,Montana Power Station,58562,GT-2,2020,Electric Utility,31.8239,-106.2119,El Paso Electric Company,El Paso Electric Company,Combustion turbine,Pipeline Natural Gas,Diesel Oil,3/16/2015,Operating,858
TX,Montana Power Station,58562,GT-3,2020,Electric Utility,31.8239,-106.2119,El Paso Electric Company,El Paso Electric Company,Combustion turbine,Pipeline Natural Gas,Diesel Oil,4/19/2016,Operating,858
TX,Montana Power Station,58562,GT-4,2020,Electric Utility,31.8239,-106.2119,El Paso Electric Company,El Paso Electric Company,Combustion turbine,Pipeline Natural Gas,Diesel Oil,8/19/2016,Operating,858
TX,Montgomery County Power Station,60925,CT1,2020,Electric Utility,30.4358,-95.5206,Entergy Corporation,Entergy Corporation,"Combined cycle (Started Aug 30, 2020)",Pipeline Natural Gas,,8/30/2020,Operating (Started 08/30/2020),3800
TX,Montgomery County Power Station,60925,CT2,2020,Electric Utility,30.4358,-95.5206,Entergy Corporation,Entergy Corporation,"Combined cycle (Started Sep 04, 2020)",Pipeline Natural Gas,,9/4/2020,Operating (Started 09/04/2020),3800
TX,Morgan Creek,3492,CT1,2020,Electric Utility,32.3358,-100.9158,Luminant Generation Company LLC,Luminant Generation Company LLC,Combustion turbine,Pipeline Natural Gas,Diesel Oil,7/1/1988,Operating,1086
TX,Morgan Creek,3492,CT2,2020,Electric Utility,32.3358,-100.9158,Luminant Generation Company LLC,Luminant Generation Company LLC,Combustion turbine,Pipeline Natural Gas,Diesel Oil,7/1/1988,Operating,1086
TX,Morgan Creek,3492,CT3,2020,Electric Utility,32.3358,-100.9158,Luminant Generation Company LLC,Luminant Generation Company LLC,Combustion turbine,Pipeline Natural Gas,Diesel Oil,7/1/1988,Operating,1086
TX,Morgan Creek,3492,CT4,2020,Electric Utility,32.3358,-100.9158,Luminant Generation Company LLC,Luminant Generation Company LLC,Combustion turbine,Pipeline Natural Gas,Diesel Oil,7/1/1988,Operating,1086
TX,Morgan Creek,3492,CT5,2020,Electric Utility,32.3358,-100.9158,Luminant Generation Company LLC,Luminant Generation Company LLC,Combustion turbine,Pipeline Natural Gas,Diesel Oil,7/1/1988,Operating,1086
TX,Morgan Creek,3492,CT6,2020,Electric Utility,32.3358,-100.9158,Luminant Generation Company LLC,Luminant Generation Company LLC,Combustion turbine,Pipeline Natural Gas,Diesel Oil,7/1/1988,Operating,1086
TX,Mountain Creek Generating Station,3453,6,2020,Electric Utility,32.7253,-96.9361,"Mountain Creek Power, LLC","Mountain Creek Power, LLC",Dry bottom wall-fired boiler,Pipeline Natural Gas,,2/22/1956,Operating,1674
TX,Mountain Creek Generating Station,3453,7,2020,Electric Utility,32.7253,-96.9361,"Mountain Creek Power, LLC","Mountain Creek Power, LLC",Dry bottom wall-fired boiler,Pipeline Natural Gas,,3/7/1958,Operating,1674
TX,Mountain Creek Generating Station,3453,8,2020,Electric Utility,32.7253,-96.9361,"Mountain Creek Power, LLC","Mountain Creek Power, LLC",Tangentially-fired,Pipeline Natural Gas,,7/11/1967,Operating,6204
TX,Mustang Station,55065,1,2020,Electric Utility,32.9728,-102.7417,"Golden Spread Electric Cooperative, Inc.","Golden Spread Electric Cooperative, Inc.",Combined cycle,Pipeline Natural Gas,,4/7/1999,Operating,1920
TX,Mustang Station,55065,2,2020,Electric Utility,32.9728,-102.7417,"Golden Spread Electric Cooperative, Inc.","Golden Spread Electric Cooperative, Inc.",Combined cycle,Pipeline Natural Gas,,5/3/1999,Operating,1920
TX,Mustang Station (56326),56326,GEN1,2020,Electric Utility,32.9748,-102.7432,"Golden Spread Electric Cooperative, Inc.","Golden Spread Electric Cooperative, Inc.",Combustion turbine,Pipeline Natural Gas,,2/27/2006,Operating,1728
TX,Mustang Station (56326),56326,GEN2,2020,Electric Utility,32.9748,-102.7432,"Golden Spread Electric Cooperative, Inc.","Golden Spread Electric Cooperative, Inc.",Combustion turbine,Pipeline Natural Gas,,4/1/2007,Operating,1728
TX,Mustang Station (56326),56326,GEN3,2020,Electric Utility,32.9748,-102.7432,"Golden Spread Electric Cooperative, Inc.","Golden Spread Electric Cooperative, Inc.",Combustion turbine,Pipeline Natural Gas,,4/1/2013,Operating,1728
TX,NAFTA Region Olefins Complex,55122,N-20A,2020,Cogeneration,29.9631,-93.8867,,,Combustion turbine,,,9/1/2001,Operating,
TX,NAFTA Region Olefins Complex,55122,N-20B,2020,Cogeneration,29.9631,-93.8867,,,Combustion turbine,,,9/1/2001,Operating,
TX,Nacogdoches Generating Facility,55708,BFB-1,2020,Electric Utility,31.8326,-94.9006,City of Austin,City of Austin,Bubbling fluidized bed boiler,Wood,,5/6/2012,Operating,1500
TX,New Gulf Power Facility,50137,1,2020,Electric Utility,29.2639,-95.8997,"Wharton County Generation, LLC","Wharton County Generation, LLC",Combustion turbine,Pipeline Natural Gas,,4/30/1996,Operating,990
TX,Newman,3456,**4,2020,Electric Utility,31.9858,-106.4322,El Paso Electric Company,El Paso Electric Company,Combined cycle,Pipeline Natural Gas,,1/1/1975,Operating,1022
TX,Newman,3456,**5,2020,Electric Utility,31.9858,-106.4322,El Paso Electric Company,El Paso Electric Company,Combined cycle,Pipeline Natural Gas,,1/1/1975,Operating,1022
TX,Newman,3456,1,2020,Electric Utility,31.9858,-106.4322,El Paso Electric Company,El Paso Electric Company,Dry bottom wall-fired boiler,Pipeline Natural Gas,Diesel Oil,4/1/1960,Operating,858
TX,Newman,3456,2,2020,Electric Utility,31.9858,-106.4322,El Paso Electric Company,El Paso Electric Company,Dry bottom wall-fired boiler,Pipeline Natural Gas,Diesel Oil,4/1/1963,Operating,858
TX,Newman,3456,3,2020,Electric Utility,31.9858,-106.4322,El Paso Electric Company,El Paso Electric Company,Dry bottom wall-fired boiler,Pipeline Natural Gas,Diesel Oil,1/1/1966,Operating,1030
TX,Newman,3456,GT-6A,2020,Electric Utility,31.9858,-106.4322,El Paso Electric Company,El Paso Electric Company,Combined cycle,Pipeline Natural Gas,,5/7/2009,Operating,1120
TX,Newman,3456,GT-6B,2020,Electric Utility,31.9858,-106.4322,El Paso Electric Company,El Paso Electric Company,Combined cycle,Pipeline Natural Gas,,5/16/2009,Operating,1120
TX,Nichols Station,3484,141B,2020,Electric Utility,35.2825,-101.7458,Southwestern Public Service Company,Southwestern Public Service Company,Tangentially-fired,Pipeline Natural Gas,,7/1/1960,Operating,1122
TX,Nichols Station,3484,142B,2020,Electric Utility,35.2825,-101.7458,Southwestern Public Service Company,Southwestern Public Service Company,Tangentially-fired,Pipeline Natural Gas,,7/1/1962,Operating,1166
TX,Nichols Station,3484,143B,2020,Electric Utility,35.2825,-101.7458,Southwestern Public Service Company,Southwestern Public Service Company,Tangentially-fired,Pipeline Natural Gas,,8/2/1968,Operating,2982
TX,Nueces Bay,3441,8,2020,Electric Utility,27.8182,-97.4189,"Nueces Bay LLC, Nueces Bay WLE, LP","Nueces Bay LLC, Nueces Bay WLE, LP",Combined cycle,Pipeline Natural Gas,,11/18/2009,Operating,2610.4
TX,Nueces Bay,3441,9,2020,Electric Utility,27.8182,-97.4189,"Nueces Bay LLC, Nueces Bay WLE, LP","Nueces Bay LLC, Nueces Bay WLE, LP",Combined cycle,Pipeline Natural Gas,,11/21/2009,Operating,2638.9
TX,O W Sommers,3611,1,2020,Electric Utility,29.3078,-98.3244,City of San Antonio,City of San Antonio,Tangentially-fired,Pipeline Natural Gas,Diesel Oil,6/6/1972,Operating,5830.1
TX,O W Sommers,3611,2,2020,Electric Utility,29.3078,-98.3244,City of San Antonio,City of San Antonio,Tangentially-fired,Pipeline Natural Gas,Diesel Oil,3/20/1974,Operating,4904.6
TX,Oak Grove,6180,1,2020,Electric Utility,31.185,-96.4853,Oak Grove Management Company LLC,Oak Grove Management Company LLC,Tangentially-fired,Coal,Pipeline Natural Gas,8/7/2009,Operating,9940
TX,Oak Grove,6180,2,2020,Electric Utility,31.185,-96.4853,Oak Grove Management Company LLC,Oak Grove Management Company LLC,Dry bottom wall-fired boiler,Coal,Pipeline Natural Gas,1/1/2010,Operating,9651
TX,Odessa Ector Generating Station,55215,GT1,2020,Electric Utility,31.8378,-102.3278,"La Frontera Holdings, LLC",Luminant Generation Company LLC,Combined cycle,Pipeline Natural Gas,,4/25/2001,Operating,2185
TX,Odessa Ector Generating Station,55215,GT2,2020,Electric Utility,31.8378,-102.3278,"La Frontera Holdings, LLC",Luminant Generation Company LLC,Combined cycle,Pipeline Natural Gas,,4/25/2001,Operating,2185
TX,Odessa Ector Generating Station,55215,GT3,2020,Electric Utility,31.8378,-102.3278,"La Frontera Holdings, LLC",Luminant Generation Company LLC,Combined cycle,Pipeline Natural Gas,,7/20/2001,Operating,2185
TX,Odessa Ector Generating Station,55215,GT4,2020,Electric Utility,31.8378,-102.3278,"La Frontera Holdings, LLC",Luminant Generation Company LLC,Combined cycle,Pipeline Natural Gas,,7/17/2001,Operating,2185
TX,Oklaunion Power Station,127,1,2020,Electric Utility,34.0825,-99.1753,"AEP Texas Inc, Brownsville Public Utilities Board, Oklahoma Municipal Power Authority, Public Service Company of Oklahoma",Public Service Company of Oklahoma,Dry bottom wall-fired boiler,Coal,,12/24/1986,Operating,7900
TX,"Optim Energy Altura Cogen, LLC",50815,ENG101,2020,Cogeneration,29.8169,-95.1086,"Optim Energy Altura Cogen, LLC","Optim Energy Altura Cogen, LLC",Combined cycle,Pipeline Natural Gas,,12/18/1985,Operating,1182
TX,"Optim Energy Altura Cogen, LLC",50815,ENG201,2020,Cogeneration,29.8169,-95.1086,"Optim Energy Altura Cogen, LLC","Optim Energy Altura Cogen, LLC",Combined cycle,Pipeline Natural Gas,,12/5/1985,Operating,1182
TX,"Optim Energy Altura Cogen, LLC",50815,ENG301,2020,Cogeneration,29.8169,-95.1086,"Optim Energy Altura Cogen, LLC","Optim Energy Altura Cogen, LLC",Combined cycle,Pipeline Natural Gas,,11/14/1985,Operating,1080
TX,"Optim Energy Altura Cogen, LLC",50815,ENG401,2020,Cogeneration,29.8169,-95.1086,"Optim Energy Altura Cogen, LLC","Optim Energy Altura Cogen, LLC",Combined cycle,Pipeline Natural Gas,,10/30/1985,Operating,1080
TX,"Optim Energy Altura Cogen, LLC",50815,ENG501,2020,Cogeneration,29.8169,-95.1086,"Optim Energy Altura Cogen, LLC","Optim Energy Altura Cogen, LLC",Combined cycle,Pipeline Natural Gas,,10/14/1985,Operating,1080
TX,"Optim Energy Altura Cogen, LLC",50815,ENG601,2020,Cogeneration,29.8169,-95.1086,"Optim Energy Altura Cogen, LLC","Optim Energy Altura Cogen, LLC",Combined cycle,Pipeline Natural Gas,,6/1/1995,Operating,1080
TX,Oyster Creek Unit VIII,54676,GT81,2020,Cogeneration,28.9801,-95.3421,"GE Energy Financial Services, IPA GDF Suez Plc, Toyota Tsusho Corporation",The Dow Chemical Company,Combined cycle,,,10/14/1994,Operating,
TX,Oyster Creek Unit VIII,54676,GT82,2020,Cogeneration,28.9801,-95.3421,"GE Energy Financial Services, IPA GDF Suez Plc, Toyota Tsusho Corporation",The Dow Chemical Company,Combined cycle,,,10/14/1994,Operating,
TX,Oyster Creek Unit VIII,54676,GT83,2020,Cogeneration,28.9801,-95.3421,"GE Energy Financial Services, IPA GDF Suez Plc, Toyota Tsusho Corporation",The Dow Chemical Company,Combined cycle,,,10/14/1994,Operating,
TX,Panda Sherman Power Station,58005,CTG1,2020,Electric Utility,33.5756,-96.6158,"Panda Sherman Power, LLC","PPG - O&M Panda Sherman Power, LLC",Combined cycle,Pipeline Natural Gas,,5/25/2014,Operating,2944
TX,Panda Sherman Power Station,58005,CTG2,2020,Electric Utility,33.5756,-96.6158,"Panda Sherman Power, LLC","PPG - O&M Panda Sherman Power, LLC",Combined cycle,Pipeline Natural Gas,,5/29/2014,Operating,2944
TX,Panda Temple Power Station,58001,CTG1,2020,Electric Utility,31.0558,-97.3172,"Panda Temple Power, LLC","PPG - O&M Panda Temple Power, LLC",Combined cycle,Pipeline Natural Gas,,5/5/2014,Operating,3071.4
TX,Panda Temple Power Station,58001,CTG2,2020,Electric Utility,31.0558,-97.3172,"Panda Temple Power, LLC","PPG - O&M Panda Temple Power, LLC",Combined cycle,Pipeline Natural Gas,,5/7/2014,Operating,2835
TX,Panda Temple Power Station,58001,CTG3,2020,Electric Utility,31.0558,-97.3172,"Panda Temple Power, LLC","PPG - O&M Panda Temple Power, LLC",Combined cycle,Pipeline Natural Gas,,3/13/2015,Operating,2835
TX,Panda Temple Power Station,58001,CTG4,2020,Electric Utility,31.0558,-97.3172,"Panda Temple Power, LLC","PPG - O&M Panda Temple Power, LLC",Combined cycle,Pipeline Natural Gas,,3/16/2015,Operating,2835
TX,Paris Energy Center,50109,HRSG1,2020,Electric Utility,33.6968,-95.5577,"Paris Generation, LP","Paris Generation, LP",Combined cycle,Pipeline Natural Gas,Diesel Oil,6/1/1989,Operating,1281
TX,Paris Energy Center,50109,HRSG2,2020,Electric Utility,33.6968,-95.5577,"Paris Generation, LP","Paris Generation, LP",Combined cycle,Pipeline Natural Gas,Diesel Oil,6/1/1989,Operating,1281
TX,Pasadena Power Plant,55047,CG-1,2020,Cogeneration,29.7233,-95.1769,"Pasadena Cogeneration, LP","Calpine Operating Services Company, Inc.",Combined cycle,Pipeline Natural Gas,,7/1/1998,Operating,1910
TX,Pasadena Power Plant,55047,CG-2,2020,Cogeneration,29.7233,-95.1769,"Pasadena Cogeneration, LP","Calpine Operating Services Company, Inc.",Combined cycle,Pipeline Natural Gas,,7/1/2000,Operating,1950
TX,Pasadena Power Plant,55047,CG-3,2020,Cogeneration,29.7233,-95.1769,"Pasadena Cogeneration, LP","Calpine Operating Services Company, Inc.",Combined cycle,Pipeline Natural Gas,,7/1/2000,Operating,1950
TX,Permian Basin,3494,CT1,2020,Electric Utility,31.5839,-102.9636,Luminant Generation Company LLC,Luminant Generation Company LLC,Combustion turbine,Pipeline Natural Gas,Diesel Oil,5/1/1988,Operating,1062
TX,Permian Basin,3494,CT2,2020,Electric Utility,31.5839,-102.9636,Luminant Generation Company LLC,Luminant Generation Company LLC,Combustion turbine,Pipeline Natural Gas,Diesel Oil,5/1/1988,Operating,1062
TX,Permian Basin,3494,CT3,2020,Electric Utility,31.5839,-102.9636,Luminant Generation Company LLC,Luminant Generation Company LLC,Combustion turbine,Pipeline Natural Gas,Diesel Oil,5/1/1988,Operating,1062
TX,Permian Basin,3494,CT4,2020,Electric Utility,31.5839,-102.9636,Luminant Generation Company LLC,Luminant Generation Company LLC,Combustion turbine,Pipeline Natural Gas,Diesel Oil,2/1/1990,Operating,1062
TX,Permian Basin,3494,CT5,2020,Electric Utility,31.5839,-102.9636,Luminant Generation Company LLC,Luminant Generation Company LLC,Combustion turbine,Pipeline Natural Gas,Diesel Oil,2/1/1990,Operating,1062
TX,Plant X,3485,111B,2020,Electric Utility,34.1661,-102.4114,Southwestern Public Service Company,Southwestern Public Service Company,Dry bottom wall-fired boiler,Pipeline Natural Gas,Diesel Oil,5/1/1952,Operating,616
TX,Plant X,3485,112B,2020,Electric Utility,34.1661,-102.4114,Southwestern Public Service Company,Southwestern Public Service Company,Tangentially-fired,Pipeline Natural Gas,Diesel Oil,8/1/1953,Operating,1276
TX,Plant X,3485,113B,2020,Electric Utility,34.1661,-102.4114,Southwestern Public Service Company,Southwestern Public Service Company,Tangentially-fired,Pipeline Natural Gas,Diesel Oil,6/1/1955,Operating,1365
TX,Plant X,3485,114B,2020,Electric Utility,34.1661,-102.4114,Southwestern Public Service Company,Southwestern Public Service Company,Tangentially-fired,Pipeline Natural Gas,"Diesel Oil, Other Oil",7/1/1964,Operating,2375
TX,Port Comfort Peaking Facility,60459,CT1,2020,Electric Utility,28.648,-96.5457,"Port Comfort Power, LLC","Port Comfort Power, LLC",Combustion turbine,Pipeline Natural Gas,,7/24/2017,Operating,474
TX,Port Comfort Peaking Facility,60459,CT2,2020,Electric Utility,28.648,-96.5457,"Port Comfort Power, LLC","Port Comfort Power, LLC",Combustion turbine,Pipeline Natural Gas,,7/29/2017,Operating,474
TX,Port Neches,54748,GT1,2020,Cogeneration,29.9541,-93.9419,Air Liquide,Air Liquide,Combustion turbine,,,1/1/1994,Operating,
TX,Power Island,10154,1,2020,Cogeneration,29.2293,-95.1952,INEOS USA LLC,INEOS USA LLC,Combustion turbine,,,12/1/2018,Future,
TX,Power Island,10154,2,2020,Cogeneration,29.2293,-95.1952,INEOS USA LLC,INEOS USA LLC,Combustion turbine,,,12/1/2018,Future,
TX,Power Lane Steam Plant,4195,2,2020,Electric Utility,33.1707,-96.1264,Greenville Electric Utility System,Greenville Electric Utility System,Dry bottom wall-fired boiler,Pipeline Natural Gas,Diesel Oil,1/1/1969,Operating,324
TX,Power Lane Steam Plant,4195,3,2020,Electric Utility,33.1707,-96.1264,Greenville Electric Utility System,Greenville Electric Utility System,Dry bottom wall-fired boiler,Pipeline Natural Gas,Diesel Oil,5/1/1977,Operating,493
TX,Quail Run Energy Center,56349,CT1A,2020,Electric Utility,31.8414,-102.315,"Quail Run Energy Partners, LP","Quail Run Energy Partners, LP",Combined cycle,Pipeline Natural Gas,,4/25/2007,Operating,1260
TX,Quail Run Energy Center,56349,CT1B,2020,Electric Utility,31.8414,-102.315,"Quail Run Energy Partners, LP","Quail Run Energy Partners, LP",Combined cycle,Pipeline Natural Gas,,4/26/2007,Operating,1260
TX,Quail Run Energy Center,56349,CT2A,2020,Electric Utility,31.8414,-102.315,"Quail Run Energy Partners, LP","Quail Run Energy Partners, LP",Combined cycle,Pipeline Natural Gas,,4/15/2008,Operating,1335
TX,Quail Run Energy Center,56349,CT2B,2020,Electric Utility,31.8414,-102.315,"Quail Run Energy Partners, LP","Quail Run Energy Partners, LP",Combined cycle,Pipeline Natural Gas,,4/15/2008,Operating,1260
TX,R W Miller,3628,**4,2020,Electric Utility,32.6581,-98.3103,"Brazos Electric Power Cooperative, Inc.","Brazos Electric Power Cooperative, Inc.",Combustion turbine,Pipeline Natural Gas,Diesel Oil,8/1/1994,Operating,1510
TX,R W Miller,3628,**5,2020,Electric Utility,32.6581,-98.3103,"Brazos Electric Power Cooperative, Inc.","Brazos Electric Power Cooperative, Inc.",Combustion turbine,Pipeline Natural Gas,Diesel Oil,8/1/1994,Operating,1800
TX,R W Miller,3628,1,2020,Electric Utility,32.6581,-98.3103,"Brazos Electric Power Cooperative, Inc.","Brazos Electric Power Cooperative, Inc.",Dry bottom wall-fired boiler,Pipeline Natural Gas,,10/1/1968,Operating,920
TX,R W Miller,3628,2,2020,Electric Utility,32.6581,-98.3103,"Brazos Electric Power Cooperative, Inc.","Brazos Electric Power Cooperative, Inc.",Dry bottom wall-fired boiler,Pipeline Natural Gas,Diesel Oil,3/24/1972,Operating,1336.2
TX,R W Miller,3628,3,2020,Electric Utility,32.6581,-98.3103,"Brazos Electric Power Cooperative, Inc.","Brazos Electric Power Cooperative, Inc.",Dry bottom wall-fired boiler,Pipeline Natural Gas,Diesel Oil,6/15/1975,Operating,2350
TX,Ray Olinger,3576,BW2,2020,Electric Utility,33.0667,-96.4519,"Garland Power and Light, City of Garland","Garland Power and Light, City of Garland",Dry bottom wall-fired boiler,Pipeline Natural Gas,,10/1/1970,Operating,1300
TX,Ray Olinger,3576,BW3,2020,Electric Utility,33.0667,-96.4519,"Garland Power and Light, City of Garland","Garland Power and Light, City of Garland",Dry bottom wall-fired boiler,Pipeline Natural Gas,,3/1/1976,Operating,1519
TX,Ray Olinger,3576,CE1,2020,Electric Utility,33.0667,-96.4519,"Garland Power and Light, City of Garland","Garland Power and Light, City of Garland",Tangentially-fired,Pipeline Natural Gas,,5/1/1967,Operating,888
TX,Ray Olinger,3576,GE4,2020,Electric Utility,33.0667,-96.4519,"Garland Power and Light, City of Garland","Garland Power and Light, City of Garland",Combustion turbine,Pipeline Natural Gas,,8/3/2001,Operating,1010
TX,"Rio Nogales Power Project, LP",55137,CTG-1,2020,Electric Utility,29.5932,-97.9724,City Public Service,City Public Service,Combined cycle,Pipeline Natural Gas,,4/1/2002,Operating,2090
TX,"Rio Nogales Power Project, LP",55137,CTG-2,2020,Electric Utility,29.5932,-97.9724,City Public Service,City Public Service,Combined cycle,Pipeline Natural Gas,,4/1/2002,Operating,2105
TX,"Rio Nogales Power Project, LP",55137,CTG-3,2020,Electric Utility,29.5932,-97.9724,City Public Service,City Public Service,Combined cycle,Pipeline Natural Gas,,4/1/2002,Operating,2105
TX,Roland C. Dansby Power Plant,6243,1,2020,Electric Utility,30.7217,-96.4599,Bryan Texas Utilities,Bryan Texas Utilities,Dry bottom wall-fired boiler,Pipeline Natural Gas,Diesel Oil,9/1/1978,Operating,1300
TX,Roland C. Dansby Power Plant,6243,2,2020,Electric Utility,30.7217,-96.4599,Bryan Texas Utilities,Bryan Texas Utilities,Combustion turbine,Pipeline Natural Gas,,12/12/2003,Operating,500
TX,Roland C. Dansby Power Plant,6243,3,2020,Electric Utility,30.7217,-96.4599,Bryan Texas Utilities,Bryan Texas Utilities,Combustion turbine,Pipeline Natural Gas,Diesel Oil,1/19/2010,Operating,932
TX,SRO Cogen Limited Partnership,55120,CTG-1,2020,Cogeneration,30.0561,-93.7539,"Performance Materials NA, Inc","Performance Materials NA, Inc",Combined cycle,Pipeline Natural Gas,Process Gas,7/18/2001,Operating,2250
TX,SRO Cogen Limited Partnership,55120,CTG-2,2020,Cogeneration,30.0561,-93.7539,"Performance Materials NA, Inc","Performance Materials NA, Inc",Combined cycle,Pipeline Natural Gas,Process Gas,8/11/2001,Operating,2170
TX,Sabine,3459,1,2020,Electric Utility,30.0242,-93.875,Entergy Corporation,Entergy Corporation,Tangentially-fired,Pipeline Natural Gas,,1/1/1962,Operating,2260
TX,Sabine,3459,3,2020,Electric Utility,30.0242,-93.875,Entergy Corporation,Entergy Corporation,Tangentially-fired,Pipeline Natural Gas,,12/1/1966,Operating,4225
TX,Sabine,3459,4,2020,Electric Utility,30.0242,-93.875,Entergy Corporation,Entergy Corporation,Dry bottom wall-fired boiler,Pipeline Natural Gas,,8/1/1974,Operating,5488
TX,Sabine,3459,5,2020,Electric Utility,30.0242,-93.875,Entergy Corporation,Entergy Corporation,Tangentially-fired,Pipeline Natural Gas,,12/21/1979,Operating,5100
TX,Sabine Cogeneration Facility,55104,SAB-1,2020,Cogeneration,30.0444,-93.7716,"Sabine Cogeneration, LP","Sabine Cogeneration, LP",Combined cycle,Pipeline Natural Gas,,11/30/1999,Operating (Retired 03/09/2020),859
TX,Sabine Cogeneration Facility,55104,SAB-2,2020,Cogeneration,30.0444,-93.7716,"Sabine Cogeneration, LP","Sabine Cogeneration, LP",Combined cycle,Pipeline Natural Gas,,1/6/2000,Operating (Retired 03/09/2020),859
TX,Sam Rayburn Plant,3631,CT7,2020,Electric Utility,28.8947,-97.1347,South Texas Electric Cooperative,South Texas Electric Cooperative,Combined cycle,Pipeline Natural Gas,Diesel Oil,10/10/2003,Operating,505
TX,Sam Rayburn Plant,3631,CT8,2020,Electric Utility,28.8947,-97.1347,South Texas Electric Cooperative,South Texas Electric Cooperative,Combined cycle,Pipeline Natural Gas,Diesel Oil,10/10/2003,Operating,491
TX,Sam Rayburn Plant,3631,CT9,2020,Electric Utility,28.8947,-97.1347,South Texas Electric Cooperative,South Texas Electric Cooperative,Combined cycle,Pipeline Natural Gas,Diesel Oil,10/10/2003,Operating,492.3
TX,Sam Seymour,6179,1,2020,Electric Utility,29.9172,-96.7506,"City of Austin, Lower Colorado River Authority",Lower Colorado River Authority,Tangentially-fired,Coal,"Diesel Oil, Other Solid Fuel",6/1/1979,Operating,8673.9
TX,Sam Seymour,6179,2,2020,Electric Utility,29.9172,-96.7506,"City of Austin, Lower Colorado River Authority",Lower Colorado River Authority,Tangentially-fired,Coal,"Diesel Oil, Other Solid Fuel",5/21/1980,Operating,8673.9
TX,Sam Seymour,6179,3,2020,Electric Utility,29.9172,-96.7506,Lower Colorado River Authority,Lower Colorado River Authority,Tangentially-fired,Coal,"Diesel Oil, Other Solid Fuel",4/29/1988,Operating,6333.3
TX,San Jacinto County Peaking Facility,56603,SJCCT1,2020,Electric Utility,30.42,-95.0114,"East Texas Electric Cooperative, Inc.","EthosEnergy Power Plant Services, LLC",Combustion turbine,Pipeline Natural Gas,,7/14/2009,Operating,1100
TX,San Jacinto County Peaking Facility,56603,SJCCT2,2020,Electric Utility,30.42,-95.0114,"East Texas Electric Cooperative, Inc.","EthosEnergy Power Plant Services, LLC",Combustion turbine,Pipeline Natural Gas,,7/13/2009,Operating,1100
TX,San Jacinto Steam Electric Station,7325,SJS1,2020,Electric Utility,29.6967,-95.0411,"NRG Energy, Inc","NRG Energy, Inc",Combustion turbine,Pipeline Natural Gas,,4/21/1995,Operating,2000
TX,San Jacinto Steam Electric Station,7325,SJS2,2020,Electric Utility,29.6967,-95.0411,"NRG Energy, Inc","NRG Energy, Inc",Combustion turbine,Pipeline Natural Gas,,4/21/1995,Operating,2000
TX,San Miguel,6183,SM-1,2020,Electric Utility,28.7044,-98.4781,"San Miguel Electric Cooperative, Inc.","San Miguel Electric Cooperative, Inc.",Dry bottom wall-fired boiler,Coal,,1/1/1982,Operating,6815
TX,Sand Hill Energy Center,7900,SH1,2020,Electric Utility,30.2091,-97.6139,City of Austin,City of Austin,Combustion turbine,Pipeline Natural Gas,,3/1/2001,Operating,478
TX,Sand Hill Energy Center,7900,SH2,2020,Electric Utility,30.2091,-97.6139,City of Austin,City of Austin,Combustion turbine,Pipeline Natural Gas,,3/1/2001,Operating,478
TX,Sand Hill Energy Center,7900,SH3,2020,Electric Utility,30.2091,-97.6139,City of Austin,City of Austin,Combustion turbine,Pipeline Natural Gas,,3/1/2001,Operating,478
TX,Sand Hill Energy Center,7900,SH4,2020,Electric Utility,30.2091,-97.6139,City of Austin,City of Austin,Combustion turbine,Pipeline Natural Gas,,3/1/2001,Operating,478
TX,Sand Hill Energy Center,7900,SH5,2020,Electric Utility,30.2091,-97.6139,City of Austin,City of Austin,Combined cycle,Pipeline Natural Gas,,7/1/2004,Operating,2700
TX,Sand Hill Energy Center,7900,SH6,2020,Electric Utility,30.2091,-97.6139,City of Austin,City of Austin,Combustion turbine,Pipeline Natural Gas,,5/11/2010,Operating,478
TX,Sand Hill Energy Center,7900,SH7,2020,Electric Utility,30.2091,-97.6139,City of Austin,City of Austin,Combustion turbine,Pipeline Natural Gas,,6/9/2010,Operating,478
TX,Sandy Creek Energy Station,56611,S01,2020,Electric Utility,31.4753,-96.9564,"Brazos Sandy Creek Electric Cooperative, Inc., Lower Colorado River Authority, Sandy Creek Energy Associates, LP","Sandy Creek Services, LLC",Dry bottom wall-fired boiler,Coal,,10/10/2011,Operating,12000
TX,Silas Ray,3559,10,2020,Electric Utility,25.9131,-97.5214,Brownsville Public Utilities Board,Brownsville Public Utilities Board,Combustion turbine,Pipeline Natural Gas,,11/3/2004,Operating,478.5
